TransactionID,AccountID,TransactionAmount,TransactionType,Channel,DeviceType,LoginAttempts,AccountBalance,Fraud
100851,C142,14122.77,Debit,Online,Mobile,4,76277.15,1
100852,C066,32379.59,Debit,Mobile,Mobile,4,58534.6,1
100853,C075,25073.92,Debit,Online,Mobile,4,26696.53,1
100854,C179,39860.34,Debit,ATM,Mobile,4,3231.13,1
100855,C103,68693.73,Debit,ATM,Mobile,2,12032.94,0
100856,C166,62849.5,Debit,Online,Mobile,3,62268.07,0
100857,C192,36827.18,Debit,ATM,Mobile,2,93448.58,0
100858,C038,86409.22,Credit,Online,Desktop,2,20732.79,0
100859,C050,28181.63,Debit,Mobile,Mobile,1,73529.11,0
100860,C098,113512.81,Credit,ATM,Mobile,4,86658.46,1
100861,C082,3697.41,Credit,Online,Mobile,2,52136.13,0
100862,C030,154678.31,Credit,Online,Desktop,4,66959.65,1
100863,C079,53166.08,Debit,Online,Mobile,2,81520.03,0
100864,C091,23907.8,Credit,ATM,Mobile,2,26141.45,0
100865,C179,10979.63,Debit,Online,Mobile,1,29759.88,0
100866,C191,32617.85,Debit,ATM,Mobile,3,162.69,0
100867,C052,10818.22,Debit,Mobile,Mobile,3,96313.1,0
100868,C166,9095.98,Credit,ATM,Desktop,2,91762.73,0
100869,C079,48031.96,Debit,Online,Desktop,1,76480.37,0
100870,C030,37020.82,Credit,Online,Desktop,4,7999.69,1
100871,C106,55447.68,Debit,Mobile,Mobile,4,44805.54,1
100872,C051,132682.28,Credit,ATM,Mobile,2,10278.99,0
100873,C081,37992.16,Credit,ATM,Mobile,3,1690.43,0
100874,C133,43486.11,Debit,ATM,Mobile,1,61656.68,0
100875,C029,4695.01,Credit,ATM,Mobile,3,96086.86,0
100876,C132,63227.88,Debit,ATM,Desktop,4,90296.52,1
100877,C138,25533.38,Debit,Online,Mobile,3,69705.81,0
100878,C184,188019.29,Debit,ATM,Mobile,4,9754.39,1
100879,C145,86629.46,Debit,ATM,Mobile,1,27488.99,0
100880,C074,36957.57,Debit,Mobile,Mobile,1,32073.67,0
100881,C017,6575.11,Debit,ATM,Mobile,2,76338.69,0
100882,C084,98097.43,Debit,ATM,Desktop,2,80244.69,0
100883,C069,80417.2,Credit,ATM,Mobile,3,38572.1,0
100884,C034,10202.91,Credit,Mobile,Desktop,1,41846.61,0
100885,C006,17497.61,Credit,ATM,Desktop,1,4546.45,0
100886,C053,78850.29,Credit,Mobile,Desktop,2,28984.76,0
100887,C194,10242.38,Credit,Online,Mobile,4,45183.39,1
100888,C126,124901.11,Debit,ATM,Mobile,3,11786.61,0
100889,C043,27628.19,Debit,Mobile,Mobile,3,45381.42,0
100890,C115,4553.1,Credit,ATM,Desktop,2,85332.26,0
100891,C111,84572.72,Debit,ATM,Mobile,1,58173.97,0
100892,C151,23381.1,Debit,Mobile,Desktop,2,7985.09,0
100893,C183,37380.08,Debit,Online,Mobile,2,19247.96,0
100894,C080,5956.32,Debit,Online,Mobile,2,47506.98,0
100895,C095,129.37,Debit,ATM,Mobile,2,36212.57,0
100896,C118,50803.51,Debit,Online,Mobile,4,35936.83,1
100897,C144,36198.38,Debit,Online,Mobile,4,52973.82,1
100898,C008,45013.31,Debit,ATM,Desktop,1,58481.15,0
100899,C132,78931.82,Debit,ATM,Desktop,2,79706.47,0
100900,C104,52008.57,Debit,ATM,Desktop,4,34162.56,1
100901,C132,9604.87,Credit,ATM,Desktop,1,80566.08,0
100902,C184,22374.74,Debit,Mobile,Desktop,2,33927.26,0
100903,C025,118165.14,Debit,Online,Mobile,3,5637.76,0
100904,C195,73471.78,Credit,Mobile,Desktop,4,55463.35,1
100905,C096,40668.33,Debit,ATM,Mobile,1,58831.44,0
100906,C195,14761.86,Debit,Online,Mobile,3,93460.57,0
100907,C155,17981.14,Debit,ATM,Desktop,2,72633.53,0
100908,C093,65830.59,Credit,ATM,Mobile,2,91785.49,0
100909,C160,95248.96,Debit,ATM,Mobile,2,90843.89,0
100910,C178,55649.46,Debit,ATM,Mobile,4,60496.95,1
100911,C061,82913.02,Credit,Online,Mobile,1,52823.43,0
100912,C122,72762.1,Debit,Mobile,Desktop,3,55788.35,0
100913,C051,8108.54,Debit,Online,Mobile,1,97835.25,0
100914,C147,27577.59,Debit,ATM,Mobile,4,77339.45,1
100915,C021,8301.77,Debit,ATM,Mobile,1,10715.96,0
100916,C005,13409.37,Debit,ATM,Mobile,4,77865.0,1
100917,C092,101727.09,Debit,Online,Desktop,2,17136.75,0
100918,C170,32017.49,Credit,Online,Mobile,3,44790.32,0
100919,C061,38324.41,Debit,Mobile,Mobile,2,21124.92,0
100920,C022,9827.88,Debit,ATM,Desktop,1,68989.35,0
100921,C149,18718.08,Debit,Online,Desktop,2,87743.24,0
100922,C070,13084.23,Debit,Online,Desktop,3,29107.15,0
100923,C001,11545.32,Debit,Online,Desktop,2,8292.87,0
100924,C133,50800.14,Credit,Online,Mobile,3,29919.46,0
100925,C012,14845.15,Debit,Online,Mobile,3,67268.95,0
100926,C090,49985.72,Credit,Online,Mobile,2,32943.14,0
100927,C046,3011.64,Credit,ATM,Desktop,4,27883.41,1
100928,C034,7644.41,Debit,Online,Mobile,1,18525.08,0
100929,C177,16047.48,Credit,ATM,Mobile,4,49801.89,1
100930,C078,45446.76,Debit,Online,Mobile,4,27667.29,1
100931,C045,56326.09,Debit,Online,Mobile,2,73127.93,0
100932,C155,29234.1,Debit,Online,Mobile,1,7754.58,0
100933,C073,29510.66,Debit,Mobile,Desktop,1,66436.9,0
100934,C026,64461.44,Debit,Mobile,Mobile,4,23832.25,1
100935,C047,797.38,Debit,Mobile,Desktop,2,48979.0,0
100936,C121,20858.42,Debit,Online,Desktop,1,28680.38,0
100937,C056,85382.05,Debit,Online,Mobile,4,72304.59,1
100938,C094,46218.59,Debit,Online,Mobile,1,94536.17,0
100939,C107,20566.15,Credit,Mobile,Mobile,2,91715.97,0
100940,C063,117970.89,Credit,Online,Mobile,2,58384.28,0
100941,C048,74057.23,Debit,Mobile,Desktop,2,46314.77,0
100942,C061,15387.13,Debit,Mobile,Mobile,1,81848.22,0
100943,C081,51822.71,Credit,Online,Mobile,3,68364.3,0
100944,C026,45286.18,Credit,ATM,Mobile,1,18438.06,0
100945,C036,25640.37,Credit,ATM,Desktop,3,82109.83,0
100946,C001,22860.77,Debit,Mobile,Desktop,2,42945.55,0
100947,C008,21046.24,Debit,ATM,Desktop,4,18979.67,1
100948,C113,48006.36,Debit,Mobile,Desktop,3,28251.56,0
100949,C099,29206.56,Debit,Online,Mobile,2,26825.95,0
100950,C180,89148.84,Credit,Online,Desktop,2,51968.78,0
100951,C047,55372.96,Credit,Mobile,Mobile,3,23513.57,0
100952,C127,3624.86,Debit,Online,Desktop,4,12444.29,1
100953,C056,51105.93,Credit,Online,Desktop,2,12456.72,0
100954,C014,15814.19,Debit,Online,Mobile,3,58369.29,0
100955,C028,44924.01,Debit,ATM,Desktop,4,73502.45,1
100956,C078,56992.33,Debit,Online,Desktop,4,32221.15,1
100957,C130,13122.11,Credit,ATM,Mobile,2,3561.61,0
100958,C109,30519.28,Debit,Mobile,Desktop,1,12809.77,0
100959,C154,10556.11,Credit,Mobile,Mobile,1,91477.99,0
100960,C014,2687.92,Credit,ATM,Mobile,2,49405.01,0
100961,C187,23779.07,Debit,Online,Mobile,4,45411.92,1
100962,C056,22544.91,Debit,Online,Mobile,2,3901.11,0
100963,C115,269967.59,Credit,ATM,Desktop,3,72890.84,1
100964,C007,29561.34,Debit,Mobile,Desktop,1,52854.0,0
100965,C003,20290.97,Credit,ATM,Desktop,3,20287.89,0
100966,C111,43431.61,Credit,ATM,Mobile,2,11096.37,0
100967,C151,4647.85,Debit,Online,Desktop,2,38400.45,0
100968,C107,163070.56,Debit,Online,Mobile,4,83732.48,1
100969,C018,50387.42,Credit,Online,Desktop,4,86542.93,1
100970,C038,70291.77,Debit,Online,Mobile,4,60324.35,1
100971,C115,9345.28,Debit,Online,Mobile,3,72780.89,0
100972,C015,26337.41,Debit,Online,Desktop,4,11604.06,1
100973,C192,27468.72,Debit,ATM,Mobile,2,58853.79,0
100974,C119,86244.25,Credit,ATM,Mobile,4,66729.87,1
100975,C028,61.87,Credit,ATM,Mobile,1,20151.21,0
100976,C039,17894.72,Debit,ATM,Mobile,4,88027.46,1
100977,C185,198791.75,Debit,Online,Mobile,3,19580.17,1
100978,C017,32207.05,Debit,ATM,Mobile,1,31416.39,0
100979,C086,24105.94,Credit,ATM,Mobile,1,62093.63,0
100980,C126,6381.95,Debit,ATM,Mobile,1,63871.17,0
100981,C044,182800.54,Debit,Mobile,Desktop,3,69968.54,1
100982,C025,1011.48,Debit,Mobile,Mobile,2,11289.97,0
100983,C145,66814.34,Debit,Online,Desktop,4,84961.5,1
100984,C013,73180.33,Credit,Mobile,Desktop,1,53331.43,0
100985,C025,13963.0,Debit,Online,Mobile,1,47185.05,0
100986,C068,55669.82,Debit,Online,Desktop,1,98111.65,0
100987,C138,4876.74,Debit,ATM,Desktop,2,74063.79,0
100988,C067,14856.14,Credit,Online,Desktop,2,11888.8,0
100989,C109,77535.34,Debit,Online,Mobile,3,75678.26,0
100990,C146,100007.93,Debit,Online,Mobile,2,9615.37,0
100991,C111,46886.75,Debit,Online,Desktop,4,2844.31,1
100992,C111,35345.92,Credit,Online,Desktop,3,40422.23,0
100993,C034,8676.26,Debit,Online,Desktop,3,99358.46,0
100994,C111,3259.42,Debit,Mobile,Mobile,4,17570.91,1
100995,C008,6258.27,Debit,ATM,Desktop,4,67297.17,1
100996,C168,12896.93,Credit,Online,Desktop,4,17422.27,1
100997,C113,20902.79,Debit,Online,Mobile,3,72506.22,0
100998,C083,23975.19,Credit,Online,Mobile,3,50584.83,0
100999,C042,21257.0,Debit,Online,Mobile,3,68029.17,0
101000,C169,13659.73,Debit,ATM,Desktop,4,20367.03,1
